country,region,month,political_stability_index,gdp_growth_pct,inflation_rate,unemployment_rate,food_price_index,energy_dependency_pct,military_expenditure_pct_gdp,arms_imports_index,border_disputes_count,refugee_outflow_thousands,sanctions_active,media_freedom_score,protest_events_last_3m,cyber_attack_incidents,last_conflict_year,trade_dependency_rival_pct,foreign_troops_present,election_cycle,regime_type,social_media_sentiment,rolling_protest_avg_6m,instability_score,conflict_escalation_6m
USA,North America,2022-04,-0.270203319,4.488216744,10.73808469,2.844541236,125.890364,65.41730388,1.521413754,68.59385108,3,111.125374,0,54.67497098,7,6,2022,40.03573726,0,0,Authoritarian,-0.590910814,9.49465411,82.289768,1
USA,North America,2022-05,-0.051758985,-1.055858344,15.20471535,17.90478771,155.3562816,40.52822438,3.027264705,36.6224923,3,145.8661695,0,42.47023958,5,7,2014,47.62775028,1,0,Authoritarian,0.172459664,5.561928642,79.28083811,1
USA,North America,2022-06,2.44575198,7.346490856,6.64610591,8.361098476,125.4215259,58.84233331,3.250243933,11.5061393,1,25.29026613,0,32.11085717,0,14,2018,31.60739461,0,0,Hybrid,-0.890476722,-0.990778486,9.0602875,0
USA,North America,2022-07,1.070996467,-1.036313126,3.085996993,0.619426687,140.5792646,51.46635934,1.7100391,7.623030698,1,69.36238711,0,22.13503357,0,15,0,27.42654977,1,0,Democracy,0.829691802,1.550945145,32.28326705,0
USA,North America,2022-08,1.080459869,-1.051576512,3.224526201,8.066677235,100.0222357,46.70928684,3.000699118,43.95639952,0,54.50375772,0,47.74127885,1,13,2022,33.12391942,0,0,Authoritarian,0.673129627,-2.223922359,34.26023406,0
USA,North America,2022-09,-1.650735719,6.244891074,9.504711307,6.500184125,113.5795743,70.48573164,1.37747637,48.52470881,2,358.5646832,0,42.05263098,10,10,2018,15.94274859,1,0,Authoritarian,0.660439729,10.29801073,114.420368,1
USA,North America,2022-10,1.646397243,3.779303774,0.964553178,4.761814243,128.1533256,24.97772847,3.924027019,35.37744659,4,98.98014771,0,44.68000653,0,11,2022,20.53364652,1,0,Authoritarian,-0.274484211,-1.632610818,18.22951896,0
USA,North America,2022-11,-0.366973199,4.609221321,8.361983214,10.22849973,86.04130702,40.61122173,1.999282842,86.34913443,1,104.6136856,0,37.69997622,7,5,2014,29.93801011,0,0,Authoritarian,0.659483607,7.201634845,81.37384383,1
USA,North America,2022-12,0.256029734,0.125544267,10.91345492,6.104364201,132.9414755,35.48512374,3.186766764,21.11542669,1,148.9298466,0,66.89963597,5,6,2014,6.403241078,1,0,Hybrid,0.190155861,4.750772437,67.97555122,0
USA,North America,2023-01,-0.005336471,1.895034529,2.706155871,13.08320254,104.3258236,86.24897116,3.707751935,25.9383306,4,168.286726,0,82.53642107,4,13,0,13.3309818,1,0,Hybrid,0.464449773,2.811070904,61.35411646,0
USA,North America,2023-02,0.559790448,4.455454204,11.40390363,6.535390617,131.1659933,45.73455248,4.129069438,37.98960566,2,162.5940567,0,22.40549626,4,11,2021,26.64778477,0,0,Democracy,0.060530265,2.967910544,60.48887539,0
USA,North America,2023-03,-2.080017561,5.69048394,0.42070442,9.344244205,53.818678,64.59085533,2.781896102,64.89643822,2,59.87407871,0,81.0394004,12,8,2022,6.691854794,1,0,Democracy,0.161514414,14.13096075,116.1051965,1
USA,North America,2023-04,-0.677709006,-3.584046711,1.606224373,4.801045694,131.3640871,64.88076541,1.408685504,55.91578711,4,45.83781351,0,44.98123207,4,12,2014,40.9095195,0,0,Hybrid,0.177108458,4.468429465,73.48164936,0
USA,North America,2023-05,0.831542758,5.41451222,7.038063441,4.673653503,135.4535149,39.92591039,2.584132659,37.39875608,1,26.48645528,0,23.75977398,2,6,2014,27.10338534,0,0,Hybrid,0.63166625,4.378033062,45.81482098,0
USA,North America,2023-06,-0.705210736,3.630497308,2.481899685,10.33443862,98.73608853,52.09470597,1.251453015,8.566492489,2,46.02476326,0,25.26800403,6,7,2022,49.61639008,1,0,Democracy,-0.038826845,9.589115727,79.08249435,1
USA,North America,2023-07,1.205628078,-2.918188803,7.715675255,7.850194211,126.0005684,56.11108641,3.932996643,50.5421231,2,5.74083106,0,35.51485203,1,16,2018,38.87224878,0,0,Democracy,0.761741518,-0.900661936,37.14624875,0
USA,North America,2023-08,-0.16711808,4.453258088,6.733568432,0.042427761,120.6160525,51.79912296,3.753304269,6.243789701,4,13.06661181,0,69.46681366,6,8,2022,9.61293776,1,0,Authoritarian,0.894595777,6.438300655,73.42264372,0
USA,North America,2023-09,0.490419572,8.061205891,2.981098805,3.040502894,77.37283327,77.65808869,4.136604772,28.57581691,2,16.6239432,0,37.78573331,2,9,2022,36.21570016,1,0,Authoritarian,0.54564556,5.762314139,47.76892713,0
USA,North America,2023-10,-0.484309181,4.826499515,4.226879085,9.440385537,128.8440695,44.24095556,3.502422129,83.02075743,3,110.6602173,0,32.05915852,9,13,2021,6.463678077,1,0,Authoritarian,0.233300629,8.942150232,82.75843851,1
USA,North America,2023-11,-0.089735694,1.879526148,13.20058608,0.276899592,123.2026104,36.37896685,3.840643549,23.68440052,2,285.5387161,0,45.71043045,3,11,2021,40.0932945,1,0,Hybrid,-0.038986105,2.229879476,73.63541718,0
USA,North America,2023-12,-0.263321903,2.625148424,3.98355249,2.166939474,113.8205654,36.36031504,1.99837999,32.97249268,1,168.6659285,0,33.00976588,6,6,2018,10.5898985,0,0,Authoritarian,0.189553275,7.246619613,72.04670104,0
USA,North America,2024-01,1.47585328,5.795591755,13.618421,8.237436835,111.6146964,98.2678783,3.651409281,89.41360684,5,26.24562481,0,61.83255019,0,10,2018,37.61719519,1,0,Hybrid,0.300588372,2.634556453,36.82503959,0
USA,North America,2024-02,2.368559128,7.014560706,3.87980709,5.183877676,115.3485874,70.85530352,3.50599111,9.935283586,2,85.33926646,0,64.21483576,0,4,0,42.82035828,0,0,Authoritarian,0.921561103,1.128554776,7.284585948,0
USA,North America,2024-03,1.13125279,4.856880383,4.626262524,17.78485131,109.7636189,51.53232211,4.568709011,1.411554704,1,121.9740627,0,84.48866556,3,8,2018,33.03349626,1,0,Democracy,0.466226045,5.267093549,38.92645922,0
USA,North America,2024-04,0.401625505,1.923337787,2.571948595,10.69091608,133.5900039,42.58771336,3.771698711,31.21356552,0,32.28851041,0,62.38801096,4,8,2018,34.5531499,0,0,Democracy,0.546946251,4.551049755,53.0538282,0
USA,North America,2024-05,-1.55589865,1.035094846,4.638020148,14.30699193,129.5483863,58.60083294,4.030283454,45.96972898,3,11.97387301,0,84.13504372,9,6,2014,6.77045933,0,0,Hybrid,-0.095601943,9.088487708,104.6835972,1
USA,North America,2024-06,-0.189994387,4.748983024,8.241951468,7.385953904,144.9502527,7.925107564,5.088374705,36.5102593,3,37.92210295,0,32.24269044,2,12,2022,48.35060748,0,0,Authoritarian,0.323264701,3.010854293,67.69022951,0
USA,North America,2024-07,-0.051628472,2.551313404,6.982910367,6.667078478,109.9491297,55.58060851,3.618028711,43.5259164,5,246.0117839,0,26.92854697,1,9,0,9.071676288,0,0,Democracy,-0.781780736,-1.292690786,61.41206189,0
USA,North America,2024-08,1.223190105,1.041329713,9.471167052,9.792707301,144.4898238,23.30392324,4.109260202,3.449100712,1,241.3406076,0,45.25627658,4,9,0,24.99887537,1,0,Authoritarian,0.174123415,2.306077303,44.90159835,0
USA,North America,2024-09,0.451095297,2.26882448,0.754965387,1.274424067,116.2503027,17.31409329,4.022440952,14.64276206,5,19.67771744,0,80.25724541,7,8,2022,32.78082908,0,0,Authoritarian,-0.38542007,7.784169059,55.88405253,0
USA,North America,2024-10,0.179894151,3.650156297,12.96001143,2.126622181,122.6343877,23.3194901,2.398632356,47.99454835,1,48.71456986,0,73.02366183,5,9,2018,5.116280668,1,0,Authoritarian,0.030350341,4.699316155,71.95413069,0
USA,North America,2024-11,1.325269051,4.21924982,8.110065804,4.985013277,127.9185515,80.19324917,2.14272558,13.54250988,2,102.2667018,0,72.61944842,1,13,2014,11.88427104,0,0,Hybrid,0.738519249,2.784527321,35.22669794,0
USA,North America,2024-12,2.468052182,-1.190204937,3.460921244,3.039812329,133.9685188,26.20109893,3.73424429,6.195888834,0,87.72601929,0,28.86858392,0,12,2022,37.29189945,0,0,Hybrid,0.982511987,-0.004167595,4.792061848,0
USA,North America,2025-01,0.568983079,0.254957258,14.14198312,1.940973077,103.7680614,25.52119466,3.034083468,20.75066922,1,12.50965832,0,61.61093455,1,8,2018,28.98310039,0,0,Authoritarian,-0.333996174,1.410857193,57.59071816,0
USA,North America,2025-02,0.694997901,3.674980738,15.73271419,6.304021566,133.4688998,31.58652814,3.169360824,4.657137577,5,199.896877,0,20.08038418,2,10,2021,48.83740829,1,0,Democracy,0.47436045,1.399812078,58.97929901,0
USA,North America,2025-03,-0.753298224,1.12758176,9.946578059,4.368707656,91.08125824,19.24305348,1.779682623,22.03295186,0,51.77184392,0,49.06816513,7,11,2018,40.38241805,0,0,Authoritarian,0.133150724,3.797961405,91.00185816,0
USA,North America,2025-04,0.026122432,3.734351292,6.342714579,3.910391463,109.1472455,39.12441134,3.087314974,53.66729014,1,22.98241672,0,76.03094135,6,15,2022,19.28891515,0,0,Democracy,0.650401535,6.395157844,69.08880886,0
USA,North America,2025-05,-0.799538921,4.177300469,7.757739794,4.164172457,78.58917837,75.12872685,4.143987919,10.38998592,1,32.6400106,0,84.66631062,5,6,2018,12.99948745,1,0,Democracy,0.018844256,4.874686088,85.30006618,1
USA,North America,2025-06,-1.534298626,0.825305581,10.56217625,5.939227485,141.5775057,34.07119638,3.10884563,12.0342143,0,162.2285794,0,60.90442239,12,7,2021,21.71338554,0,0,Hybrid,-0.091245331,11.01245884,117.360584,1
China,East Asia,2020-01,-1.193059955,8.47192464,5.799557437,3.577140308,138.5523843,55.98585161,4.301741289,79.03777992,3,171.3034688,0,26.87007619,13,3,2018,34.65659904,0,0,Hybrid,-0.97578305,12.73896984,106.820668,1
China,East Asia,2020-02,-1.34712629,4.988143057,1.141929807,2.972819646,84.45473333,80.02667304,2.677320161,33.72917459,5,24.63966973,0,82.38872367,8,10,2014,40.94213862,1,0,Hybrid,0.959940659,7.765198282,94.31284156,0
China,East Asia,2020-03,1.45561869,0.905141811,14.99635788,2.643161331,93.87977015,10.67286821,5.05620713,12.41979086,5,87.8048587,0,63.93884791,2,10,2022,17.86580552,1,0,Authoritarian,0.722739993,1.667233341,42.88325565,0
China,East Asia,2020-04,0.837562703,2.978824013,1.93177322,6.12124663,117.6407062,48.28213501,3.812689426,54.44776284,2,0.903882643,0,46.8720692,5,11,2022,9.219061429,1,0,Hybrid,0.754276883,3.119702171,45.5668738,0
China,East Asia,2020-05,-1.193154646,2.692800322,4.835532934,6.945698705,140.6748597,65.95605346,4.126366861,59.60082951,5,48.06225599,0,66.93461098,14,14,2022,34.8368902,1,0,Hybrid,-0.993563473,9.811758745,107.6657324,1
China,East Asia,2020-06,-1.525656315,4.335083228,12.31292052,3.795257135,99.54502791,49.93251085,2.829815377,28.66929877,5,59.7875642,0,44.27506875,10,6,0,8.987019336,1,0,Democracy,0.196450588,12.61311492,115.2886309,1
China,East Asia,2020-07,0.189847836,0.883379672,8.883790331,10.35499448,167.1146576,80.86487057,2.511150578,12.00956417,1,111.4085203,0,58.07765949,4,11,2018,18.44265081,0,0,Hybrid,-0.481406482,2.289338971,64.86359167,0
China,East Asia,2020-08,1.032963947,-1.509750507,5.025273958,5.489048853,119.3121274,85.44503193,4.661259215,28.57259359,5,17.09259715,0,79.97049878,2,10,2021,7.006770877,1,0,Hybrid,-0.506042402,0.001374485,39.37104981,0
China,East Asia,2020-09,-0.226478892,-5.272720781,7.836827534,9.536181585,138.4210974,44.37344886,3.066990717,52.89848044,4,36.85408502,0,36.91025641,5,7,2014,13.60358157,0,0,Hybrid,-0.382602513,3.79197545,73.93377088,0
China,East Asia,2020-10,-0.607345599,3.653959174,14.14661668,4.259182686,92.6163609,45.64538031,1.875707406,56.25475952,1,233.5518923,0,62.31327536,8,10,2021,21.01880182,0,0,Hybrid,0.572556399,5.980538591,95.122852,1
China,East Asia,2020-11,-0.645964179,4.649329331,2.004039967,5.688651212,115.4880022,113.8621514,3.298752908,21.20522375,0,47.60255773,0,48.66969029,8,7,2021,40.67844886,1,0,Democracy,0.269164835,7.589439452,81.32413154,1
China,East Asia,2020-12,-0.447321896,-0.865367738,12.40508181,7.694396262,171.563123,28.64934171,3.024219457,75.30551389,0,81.80672538,0,63.41479992,10,11,2014,24.23703596,0,0,Hybrid,0.373721995,9.909946354,93.83253608,1
China,East Asia,2021-01,-0.502103004,2.402555523,8.79345483,6.451151451,79.40106978,53.23126027,2.40163219,81.02616574,1,29.52565262,0,68.6737119,10,11,0,42.86513989,0,0,Authoritarian,0.958209876,5.940652265,90.59420588,1
China,East Asia,2021-02,-0.903701861,4.613891892,7.621796409,0.616081279,123.1594895,88.77857998,1.999668675,23.05637574,2,10.37743023,0,69.35116765,6,15,0,40.48013045,0,0,Hybrid,-0.479426285,8.887993331,89.2201929,1
China,East Asia,2021-03,0.272697794,2.42248528,9.251908944,10.40239043,126.3234204,48.73107872,2.81246588,16.43586521,0,1.325001055,0,82.8058217,3,6,2018,42.17175732,0,0,Democracy,0.678921819,2.865217529,61.64833486,0
China,East Asia,2021-04,0.038865562,1.640382358,6.771579158,5.125517155,122.1460099,38.39943995,3.829962173,26.17912413,4,76.4418903,0,68.30755792,6,7,2022,42.71684826,1,0,Authoritarian,-0.141634813,3.864394157,69.34858375,0
China,East Asia,2021-05,0.852351357,7.165553489,2.577408939,5.662962213,107.1672193,50.55443377,2.48208735,46.02621193,5,226.8867263,0,59.12502302,3,15,2022,33.40883989,1,0,Democracy,0.405267546,2.29597385,42.04586359,0
China,East Asia,2021-06,0.075433639,2.130807339,2.009829059,12.78020416,104.433766,53.8921491,2.257529414,6.999437219,3,146.7877012,0,35.52568293,5,10,2022,26.69184762,1,0,Authoritarian,0.221560142,5.412099036,60.90312209,0
China,East Asia,2021-07,-0.894332623,5.253438749,2.652949026,3.689879626,132.0036534,104.6173447,3.377350703,35.48775528,0,19.69333462,0,73.18343347,2,10,0,6.335070038,1,0,Hybrid,-0.910292864,3.707426091,75.07019129,1
China,East Asia,2021-08,0.758106199,3.737534058,5.563922008,7.393088906,90.45142873,66.70988556,1.801815967,65.73054478,1,67.38411976,0,64.62834438,1,5,2021,21.60738598,0,0,Hybrid,-0.16210442,-0.22954573,43.51458244,0
China,East Asia,2021-09,-0.131256967,1.704235603,6.384259415,6.075398492,137.7053606,54.66432263,3.953136634,47.17810413,3,209.7774569,0,54.44944899,5,13,2021,18.27683184,0,0,Hybrid,0.154399773,6.523607556,70.28625064,0
China,East Asia,2021-10,-1.959390226,0.06131807,9.663246804,13.10124357,90.15907921,68.38308347,4.000582318,23.23449477,3,17.42627963,0,49.25801848,13,11,2018,31.1989436,1,0,Hybrid,0.202148334,10.34278956,126.7837007,1
China,East Asia,2021-11,1.032546204,-1.317114005,11.63352568,5.140315879,112.2991429,65.59321065,4.310308746,74.89209527,2,202.8368399,0,58.73927474,1,10,2021,30.18598002,0,0,Democracy,-0.718894065,0.003464234,45.30930673,0
China,East Asia,2021-12,-0.473839347,-1.294436434,5.927738646,4.552754643,74.90546446,42.90025432,2.906565929,45.72456063,5,190.7749565,0,83.96085561,4,9,2021,49.10490466,0,0,Democracy,0.064515062,4.739284384,74.59007332,0
China,East Asia,2022-01,-0.516242087,2.973199915,2.617474393,4.568355638,135.776413,36.9183998,2.097913734,66.51607326,5,285.2829527,0,33.08528701,9,9,0,36.98981225,1,0,Hybrid,-0.735255242,11.25471649,81.46581101,1
China,East Asia,2022-02,1.664440254,0.363662003,13.80953212,5.803866506,128.1699727,82.58019207,3.161357925,30.13006093,0,35.04586446,0,83.76417958,0,10,2014,27.11381799,0,0,Democracy,0.125423398,-2.345183218,33.28263347,0
China,East Asia,2022-03,2.082348744,3.609174117,0.213400065,7.227750829,65.00973204,15.75121085,4.517520109,82.38323832,4,69.56732809,0,23.86565198,1,8,2018,25.17435749,0,0,Hybrid,0.253185022,0.984541555,10.6091052,0
China,East Asia,2022-04,1.957063641,0.770118488,4.792927948,3.011687683,148.6347297,39.36886126,2.105650087,22.90101246,0,35.15259965,0,61.13891149,1,4,2022,41.98669862,0,0,Hybrid,0.768848551,0.287056725,18.61024073,0
China,East Asia,2022-05,-0.619236465,5.29026028,7.565594149,13.52174059,102.1020787,56.72320093,2.526541906,55.70767314,5,142.9071837,0,35.104981,5,8,2018,5.991211455,0,0,Democracy,0.684461493,3.474550443,81.46344228,1
China,East Asia,2022-06,-1.477328041,-5.570462411,7.288804414,13.20263452,100.8253347,29.31797621,3.52377111,3.454511808,3,97.08991606,0,37.64160973,9,10,2014,42.07001405,0,0,Hybrid,-0.456905905,7.982072749,106.2931261,1
China,East Asia,2022-07,-0.87026755,1.491652288,4.93143924,6.598389912,146.7402066,53.79256247,3.858513153,43.7849422,2,152.1077555,0,44.52567351,9,18,2014,6.903128715,0,0,Democracy,0.860341931,8.725256423,91.32307809,1
China,East Asia,2022-08,0.461512405,0.02517967,10.51740354,4.424970734,129.9425443,53.15501562,2.814662877,3.526732752,2,2.573178909,0,43.40328028,3,17,0,26.4185479,1,0,Authoritarian,0.268848291,3.27955394,59.39063615,0
China,East Asia,2022-09,-0.286391873,2.414896069,7.637098858,4.640341977,181.6800928,30.15283427,4.002085217,52.92992086,5,159.261774,0,74.30621467,9,8,2021,47.69806801,0,0,Democracy,0.47240085,9.238036812,82.8923561,1
China,East Asia,2022-10,0.659031349,6.235629557,4.622448548,3.79635527,77.59552331,43.42930183,2.558031803,31.59815035,3,130.7433483,0,27.81346989,3,8,2022,20.38116675,0,0,Authoritarian,-0.553473229,4.183628267,48.36631128,0
China,East Asia,2022-11,0.955707956,3.113638604,15.59500447,10.61295431,96.64120979,36.67522551,3.312069598,43.74829175,1,250.5779469,0,50.79763885,5,16,2021,29.50170498,0,0,Authoritarian,-0.268638503,4.784881736,59.59984624,0
China,East Asia,2022-12,-0.662130845,3.915553582,3.010958068,5.052925588,113.4255299,13.28577452,3.330065001,55.49815831,1,103.9530836,0,52.325309,8,7,0,48.10703545,0,0,Authoritarian,-0.516213412,8.396970639,82.85576659,1
China,East Asia,2023-01,2.023606219,4.524585026,6.033999223,3.529453562,174.6912469,12.11053862,2.436299825,37.92415991,5,43.08704435,0,78.34885372,0,12,2018,40.69142933,0,0,Hybrid,-0.516045739,2.24647865,16.76867468,0
China,East Asia,2023-02,-1.598124352,4.159273826,8.31086333,0.826908169,96.08909058,59.44812556,4.484116029,48.89033372,5,186.5247443,0,70.98735577,14,9,2018,7.072553039,1,0,Authoritarian,0.029367234,14.69919,119.935523,1
China,East Asia,2023-03,-0.607526342,1.978399863,9.80384821,8.460120775,47.46190793,90.00735023,2.268926165,46.04840924,5,173.9847942,0,71.19069058,3,7,2018,23.70217532,0,0,Authoritarian,0.804472807,5.01502738,79.9151447,1
China,East Asia,2023-04,-0.803972399,1.34614384,9.730440598,1.557391215,155.5064233,39.30568784,1.581291462,45.34114704,0,139.5321184,0,22.13262557,8,11,2014,47.33530342,0,0,Democracy,-0.181175856,4.749928062,93.75597669,1
China,East Asia,2023-05,0.436738552,2.328411812,8.021473775,10.21011577,105.6781978,16.66779418,3.6902368,23.95920958,4,53.97047337,0,33.23259454,4,14,2021,48.50804749,1,0,Hybrid,0.326094384,5.291230948,58.8909975,0
China,East Asia,2023-06,0.666312501,4.590789978,8.312956464,8.318572917,108.493415,27.29078213,4.459731875,3.002563774,0,104.7983411,0,68.99893054,2,10,2014,26.68403657,0,0,Hybrid,0.428848328,-1.598927863,50.64929774,0
China,East Asia,2023-07,-0.383971272,0.325094738,7.251001031,1.599383068,130.9875308,65.57873007,3.457772866,81.86231083,0,28.05180115,0,52.93372218,12,9,0,6.133703628,1,0,Hybrid,-0.977164033,8.069798851,90.38062668,1
China,East Asia,2023-08,-1.517873747,0.563487632,4.214853996,2.548896944,137.3369728,42.1597472,4.059936384,55.42514874,5,183.3894389,0,74.13397449,12,15,2021,13.41114983,1,0,Authoritarian,-0.218635778,15.869412,109.4152997,1
China,East Asia,2023-09,-0.366501056,5.712716142,0.400626535,1.356518161,124.1185947,49.189633,3.700925715,61.37883414,5,130.5776721,0,59.07167522,6,16,2014,25.25524369,1,0,Democracy,-0.793757275,7.322845568,69.81077295,0
China,East Asia,2023-10,0.388170258,-0.391428173,6.193635102,6.147499217,129.7648477,99.07806692,3.742749962,74.11997024,1,48.08821733,0,58.69837798,3,4,2021,31.95700642,1,0,Hybrid,0.29700964,3.871349822,55.66895697,0
China,East Asia,2023-11,1.189911397,3.966804283,11.0683787,0.14609446,114.6272411,55.53586899,4.664317098,58.11809645,0,67.04669739,0,45.06487834,1,16,2018,48.09114568,1,0,Democracy,0.679603213,-0.001762883,41.4838265,0
China,East Asia,2023-12,0.564605926,-0.593173213,0.901678307,5.436288343,127.9135082,53.79321754,1.39453491,29.02485123,4,288.3917118,0,84.75704862,2,7,0,15.8909936,1,0,Democracy,-0.817217027,3.164896249,43.78989545,0
